pull-right,profile-img href,b-lazy src,b-lazy src 2,user-ms-name,user-ms-name href,usr-addr-text,total-rev-counts,total-rev-counts href,total-followers-counts,total-followers-counts href,col-10,col-10 href,rating,views,rating 2,rating 3,rating href,label,more,more 2,more 3,flag-review-text href,flag-review-text src,share,share 2,share 3,share 4,share 5,rc src,like-image-new src,rar-rate,tooltip,comment-image-new src,comment-clk,share-text-icon src,share-text-icon,btn,btn 2,btn 3,tooltip-content,b-lazy src 3,tooltip-content 3
Reply as Brand,https://www.mouthshut.com/mandalsoumyajit07,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,mandalsoumyajit07,https://www.mouthshut.com/mandalsoumyajit07,Kolkata India,16 Reviews,https://www.mouthshut.com/mandalsoumyajit07/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=mandalsoumyajit07,Amazing Website for Buying Clothes,https://www.mouthshut.com/review/bewakoof-review-nnpqrpotpum,"May 26, 2017 03:26 AM",3800 Views,,,,Response Received,First let me tell you.Bewakoof.com is all about style!,The Products they sell a really good and stylish! Both men and women can buy from this site.,Personally I think this is the best for teenagers.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/ankit2252,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,ankit2252,https://www.mouthshut.com/ankit2252,Delhi India,145 Reviews,https://www.mouthshut.com/ankit2252/reviews,138 Followers,https://www.mouthshut.com/account/trust_by.php?user=ankit2252,Making bewakoof of public,https://www.mouthshut.com/review/bewakoof-review-prntsunnpum,"May 24, 2017 07:55 AM",3261 Views,(via ),iOS App,https://www.mouthshut.com/app,Response Received,"This is just like politician, making bewakoof of public. Products are totally different from from what what you ordered online and return process is like winning a war. Quality of product is worse and even not properly packed when you recieve the item. App and website are just too bad to use, slow and irritating. customer support is another milestone by bewakoof as no ine respond to your problems even if tgey do then its another problem as their response is very rude. delivery is never on time, bewakoof is not reliable at all.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/harshadhiyol,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,harshadhiyol,https://www.mouthshut.com/harshadhiyol,Ahmedabad India,48 Reviews,https://www.mouthshut.com/harshadhiyol/reviews,43 Followers,https://www.mouthshut.com/account/trust_by.php?user=harshadhiyol,Worst site,https://www.mouthshut.com/review/bewakoof-review-mttotqusmum,"May 14, 2017 07:44 AM",2687 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,First of all this site selling mostly fake products.,I ordered t-shirts from this site. I they sent me broken seal pack of product.,When I called service they didn't reply me properly. And I returned this product but still they don't refund my money. Worst customer service ever seen.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,akhtarnawed96,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/landofaccessories,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,landofaccessories,https://www.mouthshut.com/landofaccessories,India India,3 Reviews,https://www.mouthshut.com/landofaccessories/reviews,,,Trending Stuff,https://www.mouthshut.com/review/bewakoof-review-qtmntnmrlum,"May 09, 2017 12:40 PM",2742 Views,(via ),iOS App,https://www.mouthshut.com/app,Response Received,This is a website where you get stuff for youth wear mostly. The customer service is decent yes they can improve it a little but overall no issues with it.,Product Quality: -,I never had any quality issues with this website. All the clothes are of great Quality.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/ratiranjanpanda10,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,ratiranjanpanda10,https://www.mouthshut.com/ratiranjanpanda10,- India,7 Reviews,https://www.mouthshut.com/ratiranjanpanda10/reviews,,,Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-mrupmpomttm,"Apr 28, 2017 07:55 PM",3980 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,I ordered 2 tshirts on bewakoof  that doesn't look good but in the app it looks quite good customer service on bewakoof.com is very poor u can't even contact the customer care service product quality is not same as shown on internet delivery time very poor it tooks 8 days  to get a delivery and the android app of bewakoof.com is very poor it lags a lot and requires and uses haeavy data so overally it's not realiable.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/rohitkawle810,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,rohitkawle810,https://www.mouthshut.com/rohitkawle810,"Mumbai, Maharashtra, India India",64 Reviews,https://www.mouthshut.com/rohitkawle810/reviews,21 Followers,https://www.mouthshut.com/account/trust_by.php?user=rohitkawle810,Bewakoof.com | Best Product,https://www.mouthshut.com/review/bewakoof-review-nrrnmortptm,"Apr 16, 2017 03:10 PM",4163 Views,,,,Response Received,"Bewakoof.com  best website for buy mobile back covers, shorts, boxers, track pant etc. I am buy back cover for my redmi 3s and use for 5-6 month it is so strong and nice in quality . Also bewakoof.com give off for buy any product buy credit card it is also a nice choose of only shopping .",Customer service is also nice. My both product delivery on time properly . App and website both is nice and user friendly. nice website .,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/kunalsinghthakur6,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,kunalsinghthakur6,https://www.mouthshut.com/kunalsinghthakur6,Ambota India,323 Reviews,https://www.mouthshut.com/kunalsinghthakur6/reviews,134 Followers,https://www.mouthshut.com/account/trust_by.php?user=kunalsinghthakur6,Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-uouoouqtptm,"Apr 16, 2017 02:56 PM",3257 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Bewakoof.com is not famous website in our country many of the people in this country doesn't know that there is a website available on the web which is named bewakoof this website is like the ordinary shopping websites for buying products like shoes clothes extra but this side is not too much good as another websites the customer service on this website is so bad and that time of delivery is too much late as compared to given time and most important the quality of product available on this website is very cheap and poor,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/zaid212,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,zaid212,https://www.mouthshut.com/zaid212,Kolkata India,5 Reviews,https://www.mouthshut.com/zaid212/reviews,31 Followers,https://www.mouthshut.com/account/trust_by.php?user=zaid212,One of my favourite,https://www.mouthshut.com/review/bewakoof-review-oosmrsmlmtm,"Apr 06, 2017 05:28 AM",4443 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"This site have one of the best tshirt, shirt, mobile case and joggers collection",I buy many tshirt from this site and I love it and my favourite is longline tshirt,its also added new collection every month and now they also added children collection and their product delivery is also very fast they delivered products in 3 days if you are a online shopper then I suggest you to use this app,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,AdityaSil,,
Reply as Brand,https://www.mouthshut.com/asis777,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,asis777,https://www.mouthshut.com/asis777,Sohela India,27 Reviews,https://www.mouthshut.com/asis777/reviews,57 Followers,https://www.mouthshut.com/account/trust_by.php?user=asis777,Youth online site,https://www.mouthshut.com/review/bewakoof-review-tmmousrpusm,"Mar 31, 2017 03:04 PM",4492 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,This site focoseing in indian yout products,All the products in this site are very good guality and customized products.,The quation are also in hindi .,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/mustanfm93,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,mustanfm93,https://www.mouthshut.com/mustanfm93,Bidar India,18 Reviews,https://www.mouthshut.com/mustanfm93/reviews,2 Followers,https://www.mouthshut.com/account/trust_by.php?user=mustanfm93,Good online site,https://www.mouthshut.com/review/bewakoof-review-lnpmntuotsm,"Mar 27, 2017 02:52 AM",4903 Views,,,,Response Received,The name is so funny for them that first when I visited them . I have a order a slim fit shirt and it has good customer service . and it have a good quality product . And also delivery on time and very soon as a soon .I am download this app my mobile phone only use and also very easy use to app and websites . I refer this online shopping  website to all my friend and everyone . And I have  trust this site . And I give a rating 4.5 / 5 star,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,AdityaSil,,
